SNAME,SEINetName,county,institutionCode,identifiedBy,collector,collectionNumber,eventDate,year,modified,habitat,substrate,verbatimAttributes,occurrenceRemarks,associatedTaxa,reproductiveCondition,locality,locationRemarks,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,references,SEINet_id,occurrenceID,catalogNumber,accessionNumber,SEINetName_binomial,SEINetName_tri_shift,institutionCode_CNHP,textName,institutionCount,Unnamed: 3,iNatName,gbifID,otherCatalogNumbers,iNatName_binomial,iNatName_tri_shift,SFID,EOID,Descriptor,Locator,FeatureType,UncertType,UncertDist,DistanceUnit,DigiCom,MapCom,DigiBase,RepAcc,CValue2020,GELEMENTID,SELEMENTID,ELCODE,MAJORGROUP,GNAME,GCOMNAME,SCOMNAME,GRANK,SRANK,RNDGRANK,TRACK,INACTIVE,TRACKCOM,USESA,COSTATUS,OTHERSTATUS,CNHPSENS,ECOSCALE,AQDEP,ENDEMISM,TRACKJUST,ELSENSJUST,GLOBALSSEQID,CLASSIFICATIONSTATUS,ORIGIN
Agoseris glauca,Agoseris glauca,Conejos,ASC,,Dick Walter,4743,8/17/1983,1983,7/16/2023 7:02,moister areas of E-facing slope,,flowers yellow,occasional,,,"Crossing of Cumbres & Toltec Railroad with Los Pinos and Apache Canyon Rd., near exit of this road from CO 17",,37.004292,-106.398149,,WGS84,,georef batch tool 2022-02-08; GeoLocate,reviewed - high confidence,"Location result from geolocate, most likely possibility",https://swbiodiversity.org/seinet/collections/individual/index.php?occid=19513757,19513757,135f38fd-32ad-4bc5-858e-b07761129566,ASC00039135,,Agoseris glauca,Agoseris glauca,ASC,Northern Arizona University,4104,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison,ASC,,Ralph Johnson,103,6/28/1966,1966,7/16/2023 7:02,"humus rocky soil; valley, marshy habitat",,,,"grass, brush, trees",,Dos Rios Homesites,,38.545478,-106.92255,,,,georef batch tool 2022-02-26,reviewed - high confidence,Location from Western State College Herbarium database accessed via SEInet,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=19513748,19513748,63bc69ba-9454-43b9-8e9d-e7f838522555,ASC00028370,,Agoseris glauca,Agoseris glauca,ASC,Northern Arizona University,4104,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Larimer,ASC,,J.M. Rominger,1108,7/17/1972,1972,7/16/2023 7:02,,,,,neas aspen,,"Rocky Mt. National Park, Beaver meadows S side",,40.3663,-105.56081,,,,georef batch tool 2022-02-21; GeoLocate,reviewed - high confidence,Location from a Google search,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=19513747,19513747,17845412-3179-4c2d-9635-168fcaf25d86,ASC00027278,,Agoseris glauca,Agoseris glauca,ASC,Northern Arizona University,4104,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Larimer,ASC,,J.M. Rominger,1143,7/31/1973,1973,7/16/2023 7:02,wet grass meadow and willow,,,,,,"Rocky Mountain National Park, Moraine Park",,40.353161,-105.601131,,,,georef batch tool 2022-02-17; GeoLocate,reviewed - high confidence,Location from a Google search,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21698209,21698209,2e2d984b-3286-4769-8521-cab0c2be8bb3,ASC00027189,,Alopecurus aequalis,Alopecurus aequalis,ASC,Northern Arizona University,4104,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Larimer,ASC,,Steve O'Kane Jr,15,9/14/1980,1980,7/16/2023 7:02,wetlands,,,,"Ranunculus, Eleocharis",,2 mi S of Rist Canyon Rd. on Buckhorn Camp Rd.,,40.61103,-105.32445,13S T7N R71W S2,,,georef batch tool 2022-02-17; GeoLocate,reviewed - high confidence,Location from a Google search,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=21698213,21698213,ef2383a4-82a4-4ac1-959e-d6e9aa9495ee,ASC00039353,,Alopecurus aequalis,Alopecurus aequalis,ASC,Northern Arizona University,4104,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,San Juan,NMC,,K.D. Heil and W. Mietty,25780,8/26/2005,2005,7/16/2023 7:02,Riparian community with shallow ponds.,,,,"Salix spp., Mimulus guttatus, Heracleum, stinging nettles, Epilobium leptocarpum, and Alopecurus aequalis.",,San Juan Mountains. Forest Service Road 589 along Cunningham Creek. About 0.25 mile south of Old One Hundred Mine Road.,,37.8247,-107.5994,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5507458,5507458,,84212,,Alopecurus aequalis,Alopecurus aequalis,NMC,New Mexico State University Herbarium,3211,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,,F,,E. Hall & J. P. Harbour,683,1862-00-00,1862,5/17/2017 16:17,,,,,,,Rocky Mountains,,40.342794,-105.683639,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8161021,8161021,49014646-430f-40ad-ba25-48cbdf4207f1,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Lake,F,,J. Wolf,,1873-00-00,1873,6/15/2017 0:00,,,,,,,Twin Lakes,,39.08277,-106.38197,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8160985,8160985,f29ddadf-793f-4e86-9929-8d70ef879a4d,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Lake,F,,J. Wolf,,1873-00-00,1873,6/15/2017 0:00,,,,,,,Twin Lakes,,39.08277,-106.38197,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8161042,8161042,14b2511e-ce79-4903-ba39-df00704880bd,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Park,F,,J. Wolf,,1873-00-00,1873,6/15/2017 0:00,,,,,,,South Park,,39.3161,-105.892792,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8161008,8161008,2d481b80-d13b-41d8-9e2a-e7078a837b9b,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Denver,F,,E. Bethel,2,,,5/10/2017 10:59,,,,,,,Denver,,39.739154,-104.984703,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8161031,8161031,b0cf2992-359a-493f-8b6d-f070c92a299b,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Lake,F,,C. L. Shear,1033,1896-08-21,1896,4/24/2017 14:21,,,,,,,Twin Lakes,,39.08277,-106.38197,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8160994,8160994,ae1b8911-cb6c-452b-a4af-e91a86d39e07,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Lake,F,,J. Wolf,,1873-07-00,1873,6/15/2017 0:00,,,,,,,Twin Lakes,,39.08277,-106.38197,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8160979,8160979,8b28fd99-dbb8-4890-a343-ca486d3bbae1,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Larimer,F,,W. F. Marshall,3456,1899-06-23,1899,6/23/2017 11:36,,,,,,,Spring Canyon Park,,40.53996,-105.12564,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8161040,8161040,798f1dd7-27cd-4cb1-9355-1dc3a59d4002,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Lake,F,,T. Holm,,1899-08-25,1899,6/23/2017 10:13,,,,,,,Twin Lakes,,39.08277,-106.38197,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8160995,8160995,ddb40e1a-5bb1-4f61-80ff-930a768e5e6f,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Montezuma,F,,C. F. Baker et al.,972,1898-07-09,1898,4/24/2017 12:14,,,,,,,Mancos,,37.344996,-108.289249,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8160963,8160963,d2cb04a9-95dd-4694-a7a8-c992196bf491,,,Alopecurus aequalis,Alopecurus aequalis,F,Field Museum of Natural History,3149,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Boulder,CIBO,,Open Space Volunteers,686,9/7/1989,1989,10/10/2018 0:00,"Moist, disturbed area.",,,Common Name: Foxtail; Identified by Tom Eaman.,,Flower,Area: Van Vleet field; OSProperty: Van Vleet; Van Vleet Property; on South Boulder Creek Trail S of Table Mesa.,,39.98417,-105.22162,T1S R70W sec 9 NE¼ of NE¼,WGS84,SoRo; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic Topo!,,I placed the point along the South Boulder Creek trail in the NW 1/4 of the NW 1/4 of section 10. The trail does not enter the 1/4 section given. RA; Geocoded 2/1/2019,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20606938,20606938,440ce84f-7b0d-4238-9c86-99709ff5f4d1,CIBO-0002146,1149,Alopecurus aequalis,Alopecurus aequalis,CIBO,City of Boulder Herbarium,2838,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Boulder,CIBO,,Elaine Smith,728,6/12/1990,1990,10/10/2018 0:00,Irrigated fallow field growing in r inches of water in ditch.,,,Common Name: Foxtail;,,Flower,Area: Van Vleet field; OSProperty: Van Vleet; South of So Boulder Rd and East of Foothills Parkway.,,39.98427,-105.22499,T1S R70W sec 9 NE¼ of NE¼,WGS84,SoRo; Biogeomancer Guide to Best Practices in Georeferencing,National Geographic Topo!,,I placed the point near the center of the NE 1/4 of the NE 1/4 of section 9; east of Foothills Parkway and south of South Boulder Road. RA; Geocoded 2/1/2019,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20605408,20605408,38b24ab0-cb9b-4c91-b34d-f6ac4b90f413,CIBO-0002147,148,Alopecurus aequalis,Alopecurus aequalis,CIBO,City of Boulder Herbarium,2838,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Boulder,CIBO,,J. Shawver,273,8/29/1991,1991,10/10/2018 0:00,Mud next to creek and pond.,,,Common Name: Foxtail;,,Flower,Area: Doudy Draw; OSProperty: Lindsay; OSTrail: Doudy Draw; Near pond near county line.,,39.91571,-105.261377,T1S R70W sec 31 SE¼ of SE¼,WGS84,GBIF Best Practices,SoRo; Biogeomancer Guide to Best Practices in Georeferencing,reviewed - high confidence,Georeferenced along Doudy Draw (as identified by USGS Topo) to center of T1S R70W sec 31 SE¼ of SE¼ with uncertainty radius encompassing entirety of NE¼ of NW¼ in section 31.,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20605826,20605826,f4f2402e-392d-4d7b-a1c3-24fc73095be5,CIBO-0002148,617,Alopecurus aequalis,Alopecurus aequalis,CIBO,City of Boulder Herbarium,2838,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Boulder,CIBO,W. A. Weber,Jeannine Shawver,643,5/29/2003,2003,10/10/2018 0:00,On dry mesa in mixed grasses.,,Flowers yellow.,Common Name: False Dandelion;,"Heterotheca sp., Lesquerella montana, Penstemon secundiflorus, Koeleria macrantha.",Flower,Area: Flatirons Vista; OSProperty: Flatirons Vista; OSTrail: Doudy Draw; Dry mesa in mixed grasses.,,39.924589,-105.235936,T1S R70W sec 33 NW¼,WGS84,GBIF Best Practices,SoRo; Biogeomancer Guide to Best Practices in Georeferencing,reviewed - high confidence,"Georeferenced to center of T1S R70W sec 33 NW¼, east of Doudy Draw with uncertainty radius extending 500 meters.",https://swbiodiversity.org/seinet/collections/individual/index.php?occid=20606021,20606021,70ed6b68-44aa-42e6-9819-edc32ea057e3,CIBO-0000286,2608,Agoseris glauca,Agoseris glauca,CIBO,City of Boulder Herbarium,2838,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Moffat,UCR,,Marian MacLeod,7450,6/18/1960,1960,9/7/2024 22:03,,,,,,Flowering,"NE face Douglas Mountain, 6 miles SW of Graystone, Whisky Springs Ranch",,40.5875,-108.73083,T7N R101W sec3,,,TRS Conversion (MTSU),,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=317947,317947,UCR-BPS-81253,,UCR-81253,Agoseris glauca,Agoseris glauca,UCR,"University of California, Riverside Plant Herbarium",2637,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis,Grand,UCR,,Margaret Douglass,61--465,8/4/1961,1961,9/7/2024 22:02,Moist Lodgepole woods at edge of pond.,,,,,Fertile,Rocky Mountain National Park. Pond 1 mile directly west of Grand Lake,,40.25722,-105.84722,,,,GoogleEarthACS,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=380266,380266,UCR-BPS-29306,,UCR-29306,Alopecurus aequalis,Alopecurus aequalis,UCR,"University of California, Riverside Plant Herbarium",2637,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison County,ARIZ,C. Lamana,Brian J. Enquist,872,7/15/2008,2008,11/7/2013 11:43,Subalpine meadow,,,,,Flowering,"Approximately 1 mile north on Washington Gulch Road, from Rte 135 north of Crested Butte, CO.",,38.897019,-106.979161,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=955490,955490,urn:uuid:7a97378e-a684-46d0-8378-5d8539735216,391536,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison County,ARIZ,C. Lamanna,Brian J. Enquist,880,7/30/2008,2008,11/7/2013 11:43,Subalpine meadow,,,,,Flowering,"Leaving Crested Butte, CO, N on Hwy 317 approx 1.5 miles, then 6.6 miles N on Washington Gulch Road. Gently sloping subalpine meadow on E side of road. Low NW slopes of Gothic Mountain.",,38.960781,-107.016686,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=955631,955631,urn:uuid:38a1a058-a7a8-4477-b9fa-63943a4a3c53,391537,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Park County,ARIZ,Phil Jenkins,Robert Merrill King & Robert M. Garvey,13982,8/8/2005,2005,9/8/2015 10:37,,,"Abundant. Flowers yellow. Leaves somewhat succulent. Silica gel dried leaves preserved at the DNA Bank, Missouri Botanical Garden.",DNA Voucher.,,Flowering,"Pike National Forest, at junction of the Red Cone Road and Webster Pass Road, south of Webster Pass.",,39.484167,-105.802778,,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=954368,954368,urn:uuid:32050d13-64f1-4e92-b304-d9338730897d,388427,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison County,ARIZ,C. Lamana,Brian J. Enquist,904,8/6/2008,2008,11/7/2013 11:43,Subalpine meadow,,,,,Flowering,"Historic Painter Boy Mine site. Leaving Crested Butte, CO, N on Hwy 317 approx 1.5 miles, then 7.8 miles N on Washington Gulch Road. Moderately sloping subalpine/alpine meadow on lowest slopes S side Mount Baldy.",,38.969178,-107.011506,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5582814,5582814,urn:uuid:02eb0d6c-d7ec-42dd-a2cc-140729972ecb,,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Park,ARIZ,M. Piep,Robert Merril King,13982,8/8/2005,2005,9/10/2013 12:06,"Preserved at the DNA Bank, Missouri Botanical Garden.",,Abundant. Flowers yellow. Leaves somewhat succulent. Silica gel dried leaves.,,,,"Park County. Pike National Forest, at junction of Red Cone Rd and Webster Pass Rd, S of Webster Pass.",,39.484167,-105.802778,39° 29' 03'' N 105° 48' 10'' W,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3350242,3350242,urn:uuid:3c7257a5-cd2a-4870-93d2-ae7519da74af,411622,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Park,ARIZ,M. Piep,Robert Merril King,13974,8/8/2005,2005,9/10/2013 12:06,"Preserved at the DNA Bank, Missouri Botanical Garden.",,Locally common. Flowers mostly past anthesis. Silica gel dried leaves.,,,,"Along forest Rd. 120, Pike National Forest, ca 4.8 mi NW of Webster.",,39.482222,-105.791111,39° 28' 56'' N 105° 47' 28'' W,,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3350241,3350241,urn:uuid:8812115d-53e0-401b-9d6f-05ffe70efbfa,411623,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Agoseris glauca,Agoseris glauca,Gunnison County,ARIZ,,Brian J. Enquist,6074,7/9/2010,2010,11/7/2013 11:43,Wet subalpine meadow on floodplain of Slate River.,,,,,Flowering,Crested Butte Land Trust Confluence Site. 1 mi. N of Crested Butte along Slate River Road.,,38.878014,-106.980883,,WGS84,,,,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=1912888,1912888,urn:uuid:515c5527-9597-473f-97b5-52f335a14917,405207,,Agoseris glauca,Agoseris glauca,ARIZ,University of Arizona Herbarium,1744,,,,,,,,,,,,,,,,,,,7,235133,40347,PDAST090N0,Vascular Plants,Agoseris glauca,Prairie Agoseris,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,961013,1,Unknown/Undetermined
Alopecurus aequalis,Alopecurus aequalis var. aequalis,El Paso,IND,,Helen Marsh Zeiner,26,8/24/1943,1943,7/24/2023 8:21,pond,,,,,,"Beaver Pond, Rampart Range Road; near Colorado Springs",,39.119997,-105.019117,,,,georef batch tool 2018-11-05; GeoLocate,reviewed - high confidence,,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=8926493,8926493,ae41b19a-3bfb-4c98-83b3-3b7129d02646,IND-0026165,120905,Alopecurus aequalis,Alopecurus aequalis,IND,"Indiana University Herbarium, Deam Herbarium",1506,,,,,,,,,,,,,,,,,,,4,1380,18062,PMPOA07010,Vascular Plants,Alopecurus aequalis,Short-awn Foxtail,,G5,SNR,G5,N,N,,,,,N,,N,N: No (the element is not endemic),"does not meet minimum G-rank/S-rank criteria (G1, G2, G3 or G4S1-2 or G5S1-2) for tracking",,152667,1,Unknown/Undetermined
